2020-05-30 15:49:27,533 [   5879]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinSuperClassIndex will be built. 
2020-05-30 15:49:27,536 [   5882]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelFunctionFqnNameIndex will be built. 
2020-05-30 15:49:27,539 [   5885]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelPropertyFqnNameIndex will be built. 
2020-05-30 15:49:27,542 [   5888]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasFqNameIndex will be built. 
2020-05-30 15:49:27,546 [   5892]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelExtensionsByReceiverTypeIndex will be built. 
2020-05-30 15:49:27,548 [   5894]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinAnnotationsIndex will be built. 
2020-05-30 15:49:27,551 [   5897]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinProbablyNothingFunctionShortNameIndex will be built. 
2020-05-30 15:49:27,554 [   5900]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinProbablyNothingPropertyShortNameIndex will be built. 
2020-05-30 15:49:27,558 [   5904]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinProbablyContractedFunctionShortNameIndex will be built. 
2020-05-30 15:49:27,562 [   5908]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeFqNameIndex will be built. 
2020-05-30 15:49:27,564 [   5910]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFilePartClassIndex will be built. 
2020-05-30 15:49:27,567 [   5913]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeClassByPackageIndex will be built. 
2020-05-30 15:49:27,570 [   5916]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFileFacadeShortNameIndex will be built. 
2020-05-30 15:49:27,577 [   5923]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinMultifileClassPartIndex will be built. 
2020-05-30 15:49:27,580 [   5926]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinScriptFqnIndex will be built. 
2020-05-30 15:49:27,582 [   5928]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTypeAliasByExpansionShortNameIndex will be built. 
2020-05-30 15:49:27,585 [   5931]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinOverridableInternalMembersShortNameIndex will be built. 
2020-05-30 15:49:27,587 [   5933]   INFO - exImpl$StubIndexInitialization - Initialization done:172 
2020-05-30 15:49:27,675 [   6021]   INFO - ellij.project.impl.ProjectImpl - 20 project components initialized in 378 ms 
2020-05-30 15:49:28,235 [   6581]   WARN - ConfigurableExtensionPointUtil - ignore deprecated groupId: language for id: preferences.language.Kotlin.scripting 
2020-05-30 15:49:32,018 [  10364]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2020-05-30 15:49:32,895 [  11241]   INFO - CompilerWorkspaceConfiguration - Available processors: 4 
2020-05-30 15:49:34,344 [  12690]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints' has changed to 'false' 
2020-05-30 15:49:34,345 [  12691]   INFO - pi.util.registry.RegistryValue - Registry value 'java.completion.argument.hints.internal' has changed to 'false' 
2020-05-30 15:49:35,620 [  13966]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2020-05-30 15:49:40,384 [  18730]   INFO - ntellij.util.proxy.CommonProxy - <html>You have JVM property "https.proxyHost" set to "127.0.0.1".<br>This may lead to incorrect behaviour. Proxy should be set in Settings | HTTP Proxy<br>This JVM property is old and its usage is not recommended by Oracle.<br>(Note: It could have been assigned by some code dynamically.) 
2020-05-30 15:49:40,384 [  18730]   INFO - ntellij.util.proxy.CommonProxy - <html>You have JVM property "https.proxyHost" set to "127.0.0.1".<br>This may lead to incorrect behaviour. Proxy should be set in Settings | HTTP Proxy<br>This JVM property is old and its usage is not recommended by Oracle.<br>(Note: It could have been assigned by some code dynamically.) 
2020-05-30 15:49:44,989 [  23335]   INFO - stubs.SerializationManagerImpl - START StubSerializationManager SHUTDOWN 
2020-05-30 15:49:44,990 [  23336]   INFO - stubs.SerializationManagerImpl - END StubSerializationManager SHUTDOWN 
2020-05-30 15:49:44,990 [  23336]   INFO - il.indexing.FileBasedIndexImpl - START INDEX SHUTDOWN 
2020-05-30 15:49:45,008 [  23354]   INFO - il.indexing.FileBasedIndexImpl - END INDEX SHUTDOWN 
2020-05-30 15:49:45,009 [  23355]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2020-05-30 15:49:45,010 [  23356]   INFO - Types.impl.FileTypeManagerImpl - FileTypeManager: 0 auto-detected files
Elapsed time on auto-detect: 0 ms 
2020-05-30 15:49:45,020 [  23366]   INFO - newvfs.persistent.PersistentFS - VFS dispose started 
2020-05-30 15:49:45,023 [  23369]   INFO - newvfs.persistent.PersistentFS - VFS dispose completed 
2020-05-30 15:49:45,024 [  23370]   INFO - plication.impl.ApplicationImpl - Write action Statistics:
Event number:     0
Total time spent: 0ms
Average duration: 0ms
Median  duration: 0ms
Max     duration: 0ms (it was 'null') 
2020-05-30 15:49:45,024 [  23370]   INFO - plication.impl.ApplicationImpl - AnAction.update() Statistics:
Event number:     0
Total time spent: 0ms
Average duration: 0ms
Median  duration: 0ms
Max     duration: 0ms (it was 'null') 
2020-05-30 15:49:45,025 [  23371]   INFO - plication.impl.ApplicationImpl - Global instance threads created counter = 7; ProcessIOExecutorService threads: 0 
2020-05-30 15:49:45,028 [  23374]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE SHUTDOWN ------------------------------------------------------ 
2020-05-30 15:49:45,029 [  23375]   INFO - org.jetbrains.io.BuiltInServer - web server stopped 
2020-05-30 15:51:34,809 [      0]   INFO -        #com.intellij.idea.Main - ------------------------------------------------------ IDE STARTED ------------------------------------------------------ 
2020-05-30 15:51:34,880 [     71]   INFO -        #com.intellij.idea.Main - IDE: IntelliJ IDEA (build #IC-191.7479.19, 28 May 2019 14:23) 
2020-05-30 15:51:34,880 [     71]   INFO -        #com.intellij.idea.Main - OS: Mac OS X (10.15.4, x86_64) 
2020-05-30 15:51:34,880 [     71]   INFO -        #com.intellij.idea.Main - JRE: 1.8.0_202-release-1483-b53 (JetBrains s.r.o) 
2020-05-30 15:51:34,880 [     71]   INFO -        #com.intellij.idea.Main - JVM: 25.202-b53 (OpenJDK 64-Bit Server VM) 
2020-05-30 15:51:34,888 [     79]   INFO -        #com.intellij.idea.Main - JVM Args: -Dapple.awt.fileDialogForDirectories=true -Dapple.laf.useScreenMenuBar=true -Didea.auto.reload.plugins=true -Didea.classpath.index.enabled=false -Didea.config.path=/Users/haoliu/IdeaProjects/ToStruct/build/idea-sandbox/config -Didea.is.internal=true -Didea.platform.prefix=Idea -Didea.plugins.path=/Users/haoliu/IdeaProjects/ToStruct/build/idea-sandbox/plugins -Didea.required.plugins.id=1.1 -Didea.smooth.progress=false -Didea.system.path=/Users/haoliu/IdeaProjects/ToStruct/build/idea-sandbox/system -Xms256m -Xmx512m -Dfile.encoding=UTF-8 -Duser.country=CN -Duser.language=zh -Duser.variant -ea 
2020-05-30 15:51:34,888 [     79]   INFO -        #com.intellij.idea.Main - ext: /Users/haoliu/.gradle/caches/modules-2/files-2.1/com.jetbrains/jbre/jbrx-8u202-osx-x64-b1483.53/jdk/Contents/Home/jre/lib/ext: [sunec.jar, nashorn.jar, cldrdata.jar, jfxrt.jar, dnsns.jar, localedata.jar, sunjce_provider.jar, meta-index, sunpkcs11.jar, jaccess.jar, zipfs.jar] 
2020-05-30 15:51:34,889 [     80]   INFO -        #com.intellij.idea.Main - ext: /System/Library/Java/Extensions: [MRJToolkit.jar] 
2020-05-30 15:51:34,889 [     80]   INFO -        #com.intellij.idea.Main - charsets: JNU=UTF-8 file=UTF-8 
2020-05-30 15:51:34,919 [    110]   INFO -        #com.intellij.idea.Main - JNA library (64-bit) loaded in 29 ms 
2020-05-30 15:51:34,962 [    153]   INFO - .intellij.idea.IdeaApplication - CPU cores: 4; ForkJoinPool.commonPool: java.util.concurrent.ForkJoinPool@5b4e0738[Running, parallelism = 4, size = 0, active = 0, running = 0, steals = 0, tasks = 0, submissions = 0]; factory: com.intellij.concurrency.IdeaForkJoinWorkerThreadFactory@1cf7105a 
2020-05-30 15:51:35,464 [    655]   INFO - llij.ide.plugins.PluginManager - Cannot find optional descriptor duplicates-groovy.xml 
2020-05-30 15:51:35,464 [    655]   INFO - llij.ide.plugins.PluginManager - Cannot find optional descriptor duplicates-detection-groovy.xml 
2020-05-30 15:51:35,662 [    853]   INFO - llij.ide.plugins.PluginManager - load plugin descriptors took 556 ms 
2020-05-30 15:51:35,751 [    942]   INFO - llij.ide.plugins.PluginManager - 35 plugins initialized in 665 ms 
